group_id,model,timestamp,response_received,tokens_returned,error_type,raw_response,extracted_ranking,parsing_status,reprocess_successful
MMLU_ARRANGED_GROUP_182,o4-mini-2025-04-16,20250709_113751,True,934,SUCCESS,"{""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]}","Q1,Q4,Q2,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_183,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_184,o4-mini-2025-04-16,20250709_113751,True,358,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}","Q1,Q3,Q4,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_185,o4-mini-2025-04-16,20250709_113751,True,102,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}","Q3,Q2,Q4,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_186,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]}","Q1,Q2,Q4,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_187,o4-mini-2025-04-16,20250709_113751,True,614,SUCCESS,"{""ranking"": [""Q2"", ""Q4"", ""Q3"", ""Q1""]}","Q2,Q4,Q3,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_188,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_189,o4-mini-2025-04-16,20250709_113751,True,870,SUCCESS,"{""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]}","Q1,Q4,Q2,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_190,o4-mini-2025-04-16,20250709_113751,True,678,SUCCESS,"{""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]}","Q4,Q1,Q2,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_191,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_192,o4-mini-2025-04-16,20250709_113751,True,545,SUCCESS,"{""ranking"":[""Q3"",""Q4"",""Q2"",""Q1""]}","Q3,Q4,Q2,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_193,o4-mini-2025-04-16,20250709_113751,True,806,SUCCESS,"{""ranking"": [""Q3"", ""Q4"", ""Q1"", ""Q2""]}","Q3,Q4,Q1,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_194,o4-mini-2025-04-16,20250709_113751,True,614,SUCCESS,"{""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]}","Q1,Q4,Q2,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_195,o4-mini-2025-04-16,20250709_113751,True,1126,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}","Q1,Q3,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_196,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]}","Q2,Q3,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_197,o4-mini-2025-04-16,20250709_113751,True,998,SUCCESS,"{""ranking"": [""Q3"", ""Q4"", ""Q2"", ""Q1""]}","Q3,Q4,Q2,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_198,o4-mini-2025-04-16,20250709_113751,True,614,SUCCESS,"{""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]}","Q2,Q3,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_199,o4-mini-2025-04-16,20250709_113751,True,1062,SUCCESS,"{""ranking"": [""Q4"", ""Q3"", ""Q1"", ""Q2""]}","Q4,Q3,Q1,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_200,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]}","Q1,Q2,Q4,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_201,o4-mini-2025-04-16,20250709_113751,True,742,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}","Q1,Q3,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_202,o4-mini-2025-04-16,20250709_113751,True,742,SUCCESS,"{""ranking"": [""Q1"", ""Q4"", ""Q3"", ""Q2""]}","Q1,Q4,Q3,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_203,o4-mini-2025-04-16,20250709_113751,True,806,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]}","Q3,Q2,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_204,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q4"", ""Q3"", ""Q2"", ""Q1""]}","Q4,Q3,Q2,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_205,o4-mini-2025-04-16,20250709_113751,True,614,SUCCESS,"{""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]}","Q3,Q1,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_206,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]}","Q3,Q1,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_207,o4-mini-2025-04-16,20250709_113751,True,614,SUCCESS,"{""ranking"": [""Q2"", ""Q1"", ""Q4"", ""Q3""]}","Q2,Q1,Q4,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_208,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_209,o4-mini-2025-04-16,20250709_113751,True,1126,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]}","Q1,Q2,Q4,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_210,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}","Q1,Q3,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_211,o4-mini-2025-04-16,20250709_113751,True,806,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}","Q3,Q2,Q4,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_212,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_213,o4-mini-2025-04-16,20250709_113751,True,742,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}","Q1,Q3,Q4,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_214,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}","Q3,Q2,Q4,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_215,o4-mini-2025-04-16,20250709_113751,True,678,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_216,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]}","Q1,Q2,Q4,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_217,o4-mini-2025-04-16,20250709_113751,True,870,SUCCESS,"{""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]}","Q2,Q3,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_218,o4-mini-2025-04-16,20250709_113751,True,614,SUCCESS,"{""ranking"": [""Q4"", ""Q2"", ""Q1"", ""Q3""]}","Q4,Q2,Q1,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_219,o4-mini-2025-04-16,20250709_113751,True,614,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}","Q1,Q3,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_220,o4-mini-2025-04-16,20250709_113751,True,934,SUCCESS,"{""ranking"": [""Q4"", ""Q2"", ""Q3"", ""Q1""]}","Q4,Q2,Q3,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_221,o4-mini-2025-04-16,20250709_113751,True,742,SUCCESS,"{""ranking"": [""Q4"", ""Q2"", ""Q1"", ""Q3""]}","Q4,Q2,Q1,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_222,o4-mini-2025-04-16,20250709_113751,True,546,SUCCESS,"{""ranking"":[""Q3"",""Q1"",""Q4"",""Q2""]}","Q3,Q1,Q4,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_223,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}","Q3,Q2,Q4,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_224,o4-mini-2025-04-16,20250709_113751,True,230,SUCCESS,"{""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]}","Q2,Q3,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_225,o4-mini-2025-04-16,20250709_113751,True,803,SUCCESS,"{""ranking"": [""Q4"",""Q3"",""Q2"",""Q1""]}","Q4,Q3,Q2,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_226,o4-mini-2025-04-16,20250709_113751,True,742,SUCCESS,"{""ranking"": [""Q3"", ""Q1"", ""Q4"", ""Q2""]}","Q3,Q1,Q4,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_227,o4-mini-2025-04-16,20250709_113751,True,358,SUCCESS,"{""ranking"": [""Q2"", ""Q4"", ""Q3"", ""Q1""]}","Q2,Q4,Q3,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_228,o4-mini-2025-04-16,20250709_113751,True,358,SUCCESS,"{""ranking"": [""Q4"", ""Q3"", ""Q1"", ""Q2""]}","Q4,Q3,Q1,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_229,o4-mini-2025-04-16,20250709_113751,True,1126,SUCCESS,"{""ranking"": [""Q2"", ""Q3"", ""Q4"", ""Q1""]}","Q2,Q3,Q4,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_230,o4-mini-2025-04-16,20250709_113751,True,806,SUCCESS,"{""ranking"": [""Q2"", ""Q4"", ""Q3"", ""Q1""]}","Q2,Q4,Q3,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_231,o4-mini-2025-04-16,20250709_113751,True,1702,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]}","Q3,Q2,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_232,o4-mini-2025-04-16,20250709_113751,True,934,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_233,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]}","Q2,Q3,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_234,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}","Q1,Q3,Q4,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_235,o4-mini-2025-04-16,20250709_113751,True,358,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}","Q1,Q3,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_236,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q3"", ""Q1"", ""Q4"", ""Q2""]}","Q3,Q1,Q4,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_237,o4-mini-2025-04-16,20250709_113751,True,678,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}","Q1,Q3,Q4,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_238,o4-mini-2025-04-16,20250709_113751,True,486,SUCCESS,"{""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]}","Q4,Q1,Q2,Q3",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_239,o4-mini-2025-04-16,20250709_113751,True,678,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_240,o4-mini-2025-04-16,20250709_113751,True,806,SUCCESS,"{""ranking"": [""Q3"", ""Q4"", ""Q2"", ""Q1""]}","Q3,Q4,Q2,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_241,o4-mini-2025-04-16,20250709_113751,True,934,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}","Q1,Q3,Q4,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_242,o4-mini-2025-04-16,20250709_113751,True,742,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}","Q3,Q2,Q4,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_243,o4-mini-2025-04-16,20250709_113751,True,486,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}","Q1,Q3,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_244,o4-mini-2025-04-16,20250709_113751,True,550,SUCCESS,"{""ranking"": [""Q4"", ""Q3"", ""Q2"", ""Q1""]}","Q4,Q3,Q2,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_245,o4-mini-2025-04-16,20250709_113751,True,422,SUCCESS,"{""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]}","Q2,Q3,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_246,o4-mini-2025-04-16,20250709_113751,True,294,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}","Q3,Q2,Q4,Q1",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_247,o4-mini-2025-04-16,20250709_113751,True,486,SUCCESS,"{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}","Q1,Q3,Q2,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_248,o4-mini-2025-04-16,20250709_113751,True,806,SUCCESS,"{""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]}","Q3,Q2,Q1,Q4",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_249,o4-mini-2025-04-16,20250709_113751,True,294,SUCCESS,"{""ranking"": [""Q3"", ""Q4"", ""Q1"", ""Q2""]}","Q3,Q4,Q1,Q2",JSON_SUCCESS,True
MMLU_ARRANGED_GROUP_250,o4-mini-2025-04-16,20250709_113751,True,486,SUCCESS,"{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}","Q1,Q2,Q3,Q4",JSON_SUCCESS,True
